userName,score,at,content,manual_label
mudi legawa,1,2021-06-30 09:05:03,"Hebat sekali pelayanan publik dukcapil kota jogja!!! Untuk penggantian KTP rusak melalui JSS dibutuhkan waktu 3 hari lebih, benar benar MAKAN GAJI BUTA. sekedar perbandingan saja penggantian KTP rusak di drivetrue dibutuhkan waktu 10 menit. Lewat aplikasi JSS dibutukan waktu 6X24 jam. Memang yang dilayani bukan hanya saya tapi apa juga selama itu juga proses pengajuan saya???!!!!",negative
Raafian Prabowo,5,2021-06-30 05:34:10,"Saya hendak mengajukan Pembuatan Kartu Pencari Kerja, tetapi setelah selesai mengisi biodata saya dan akan melanjutkan pengisian pendidikan formal namun masih terkunci dan tidak bisa dibuka sama sekali dengan kondisi tombol masih merah belum hijau.",neutral
mangunayu jogja,5,2021-06-30 05:29:37,Bagus & informatif,positive
Widodo1974 Dodo,5,2021-06-30 00:07:23,Kok presensi hilang jeh,neutral
Fitri Fiorenza,3,2021-06-29 15:32:45,Gagal trs di proses akhirnya .sulit bgt,negative
Khansa,1,2021-06-29 12:28:50,"Mau update data perkawinan ya Allah ampe dari bulan lalu dicoba trus g bisa , masukin foto kk dll g bisa 😣 pusing aing",negative
Asa Dani,5,2021-06-29 07:01:45,Tak Perlu Ragu Jadi Profesional & Jangan lupa bahagia hari ini...,neutral
Hety Setiawati,5,2021-06-28 01:49:46,Saya ingin buka jogja smart service dengan cepat,negative
Iswan Toro,5,2021-06-27 16:49:40,Susah masuk,negative
Raden Putra,1,2021-06-25 15:46:40,"Mental terus ke beranda, nganti kesel sik ngetik mbolan baleni terus",negative
Den Den Dhut,1,2021-06-25 14:48:36,"Aplikasi tujuannya mempermudah petugas kerja bukan mempermudah masyarakat,di masyarakat tersebar ngurus ktp rusak mudah,dengan lewat drivthru aja bares,tp bukanya drivthru itu tidak turun dari kendaraan to,tapi kenapa harus lewat aplikasi JSS???????🤔🤔🤔🤔🤔🤔🤔🤔",negative
Fatah Maullana Sujarwanto,1,2021-06-25 13:03:02,Daftar aja lemot😡😡😡,negative
Wahyu Ferdianto,1,2021-06-25 02:18:39,"Parah,gagal terus di akhir proses",negative
Nanang Irawan,1,2021-06-24 13:01:29,Aplikasi belum maksimal,neutral
Handa Handayani,1,2021-06-23 02:34:29,"update jss versi 3.0.123 terbaru wifi free hotspot tidak berfungsi d imanapun ,tolong diperbaiki",neutral
Humanida Faizal Ramadhana,1,2021-06-22 03:29:49,Pelayanan tidak memuaskan malah makin lama,negative
zulian ilham saputra,3,2021-06-21 05:06:46,"mau registrasi aja lama,dari pagi sampe siang masih aja dlm proses",negative
Achmad S,1,2021-06-20 23:34:12,"Ini mau daftar KTP malah nge direct ke website, tapi di website diarahkan lagi untuk daftar via aplikasi... Mubeng2 jal",negative
Aldan Rafif,4,2021-06-19 13:23:10,Gimana cara login WiFi free hospotnya?,neutral
Dylan Pratama,1,2021-06-18 07:07:58,"Harusnya online itu mempercepat,mempermudah bukan malah memperlambat.. saya rasa lebih cepar manual nyiapin berkas ambil nomer antrian di serahkan dah selesai.",negative
boga sugeng,5,2021-06-17 17:47:02,oke punya,neutral
Irfan Effendi,5,2021-06-16 07:17:41,Bagus,positive
Vegvisir [Rune Compass],1,2021-06-16 01:21:07,Setelah diupgrade malah tidak bisa dibuka...hapus saja tidak bermanfaat menghabiskan kouta saja😬😬,negative
Jihan Azkadina,2,2021-06-14 08:47:18,Ini kok fitur nya membingung kan ya ... Loading nya lama bgt trs kurang jelas juga ..,negative
frida noor afifah,1,2021-06-14 03:37:47,Masih bagus sama aplikasi sebelumnya. Diupdate malah makin eror..,negative
Sekar Jagad Jogja,5,2021-06-13 02:25:28,Membantu masyarakat dalam layanan kependudukan dll,positive
Swastagustami@yahoo.com Aliriyanto,5,2021-06-12 23:56:31,Bagus,positive
Masak n Macak,4,2021-06-09 13:59:05,Ok,neutral
Eko Firmansyah,1,2021-06-09 12:53:05,Payah... Setelah diupdate malah nge lef terus,negative
Agus Kristianto,2,2021-06-08 14:17:05,"Tolong dong dibikin widget buat presensi online nya, biar langsung dapat diakses di home screen. dan satu lagi tampilan home nya jangan berat2, hp kentang jadi lemot makasih... #karyawanpemkot",neutral
Kusdiyana_ Koes,2,2021-06-05 11:46:45,"Update aplikasi terbaru malah susah untuk digunakanpelaporan pajak parkir, cetak kode bayar tidak bisa berjalan.",negative
PA CHANNEL,5,2021-06-05 05:09:11,Aplikasi satu untuk semua,positive
oentoeng soetrisna,5,2021-06-05 00:33:45,Semoga kota Jogja semakin maju,positive
SAMBUNG BASUKI RACHMAT,5,2021-06-04 10:27:18,Makasih banyak,positive
Novi Woro,1,2021-06-04 01:57:36,"Update terbaru (2 juni 21), aplikasi lemot, daftar antrian puskesmas mental ke halaman beranda saat upload bpjs. Mohon di benahi. Maturnuwun",negative
jom asjo,1,2021-06-04 01:38:13,terlalu lamban,negative
Nur Oso,5,2021-06-04 00:28:33,Bagus,positive
ratna safitri,4,2021-06-03 14:08:47,"Kini, semua bisa dalam genggaman. Maju terus kota Jogja ❤",positive
Asfi Gledeg,5,2021-06-03 11:29:30,Jos,neutral
Sarbiyo Sarbiyo,4,2021-06-01 08:23:33,memudahkan urusan,positive
FzN M,5,2021-05-28 04:02:43,Bagus dan sangat membantu.. Sejauh ini belum ada kendala dalam pengguan aplikasi :),positive
Ainun Riza,5,2021-05-27 14:28:31,Aplikasi ini sangat membantu,positive
Ervad Aryanto,5,2021-05-24 07:30:10,App yg informative dan membantu warga Jogja.,positive
Rizal Norma,3,2021-05-05 08:14:06,Gmn si ni apl tiap login ke wifi gk bisaaa,negative
Sugeng Nugroho,5,2021-05-03 03:31:08,aplikasi marai mumet... meng arep ndelok nomor kk we mubeng minger...,negative
yusuf ahbari,4,2021-05-02 22:49:35,Aplikasi yg memberikn Pelyanan kpd Pegawai & masy kota yk,neutral
Kun CunX,1,2021-04-30 16:43:48,Gak bisa login,negative
digital power,5,2021-04-30 02:27:11,Semog lancar apa yang saya harapkan,neutral
Muhammad Willy,5,2021-04-28 04:18:06,Mantul,positive
theresia rini,4,2021-04-27 22:31:12,brsan update..... cm untuk edit akun profil..ko blm bisa...mohon dilengkapi,neutral
Bu Harni,5,2021-04-26 11:41:57,Membantu,positive
Berta Nuning,5,2021-04-20 09:04:33,Bagus,positive
Pengguna Google,5,2021-04-19 08:02:28,Bagus perlu pengembangan kemudahan update,positive
Halimah Sa'dyah P,5,2021-04-18 23:12:59,Sangat membantu dan memudahkan warga jogja untuk menikmati fasilitas serta pelayanan dari pemerintah jogja. Trimakasih,positive
adi kolombo,5,2021-04-17 02:22:23,"iki piye tho dab .,, arep mlebu di jaluki nomer NIK,trus omonge nomer NIK durung kedaftar,,pas daftar nganggo nomer NIK omonge nomer NIK sudah terdaftar., Diwolak walik tetep ra dadi Bagus,, tapi tidak bisa mendaftar,, setiap kali mengisi form pendaftaran dengan nomer NIK sampai selesai, selalu ada pemberitahuan kalo sudah daftar,, tapi kalo masuk langsung dengan no NIK pemberitahuannya bahwa nomer anda sudah terdaftar,, padahal saat pendaftaran selalu gagal,, Aplikasi ne iseh uji coba po yo?",negative
Sabar Man,5,2021-04-16 00:05:28,Bagus sekali,positive
ryane ferouline,5,2021-04-14 22:51:00,Menarik,positive
Bonong Kurniawan,5,2021-04-14 19:01:30,Mantap...!!!,positive
Goerge HR HR,5,2021-04-14 05:41:58,Mantap,positive
Agung Agung,5,2021-04-13 04:22:57,Sangat mendukung pejerjaan,positive
Teddy Supratiknyo,5,2021-04-06 10:28:14,sangat membantu,positive
Risakti Pramaningsih,5,2021-04-05 08:15:32,Sangat bermanfaat,positive
mande jogja,3,2021-04-02 23:34:37,"Gimana ini aplikasi buat laporan tdk bisa, lebih simpel yg dulu buat laporan gampang mohon diperbaiki",negative
Pak Wawan,5,2021-04-01 00:18:30,Bermanfaat,positive
Yaya,1,2021-03-31 10:48:05,Kenapa free hotspot skrg gabisa login,neutral
Makaroni Endul,5,2021-03-31 06:04:01,"Menu laporan saya tidak berfungsi ,tidak ada data muncul",negative
Petrik Gaming,5,2021-03-26 07:13:34,Wait,neutral
Agus Sudarmantoo,5,2021-03-24 17:45:04,Istimewa,positive
Tita 29,5,2021-03-24 00:03:09,Ok sipp,neutral
Murjani Mudjiasih,5,2021-03-23 07:28:38,Josss...mantap aplikasinya sangat bermanfaat,positive
Alpin Fathu,1,2021-03-22 13:34:20,TRASHHHHHHHHHHH,negative
Agung Gede Wicaksana,5,2021-03-22 10:23:56,Jos sangat membantu,positive
bagus Haryono,5,2021-03-16 15:36:03,Sangat membantu untuk masyarakat,positive
WONG NDESO,5,2021-03-15 04:13:24,Jozzzzz...,neutral
May Fina,5,2021-03-09 01:55:58,Bagus,positive
SUHARMI WADININGSIH,5,2021-02-28 23:27:53,Sangat Dibutuhkan Warga Yogyakarta,positive
Ruswanto Gayam,3,2021-02-28 11:20:09,Layanan masyarakat,neutral
Agustinus Sarbiyo,5,2021-02-24 03:24:42,Memuaskan,positive
raja ayam panggang,5,2021-02-20 11:44:58,Sangat membantu masyarakat jogja,positive
Claudeo Ivan Budi Pratama,4,2021-02-18 06:08:32,"Unggah foto ktp buat pendaftaran kartu kuning kok ga bisa i piye? Mohon dijawab, terima kasih",neutral
Nur Hayati,5,2021-02-11 11:40:58,sangat mudah,positive
Oni Wantara,5,2021-02-11 06:21:05,Jossss,neutral
Spidermen 957,5,2021-02-04 13:48:29,Bgus,positive
Laskar Pawon,5,2021-02-04 06:48:21,Love it,positive
Sekar Kinanthi,5,2021-02-03 12:59:05,Bagus,positive
Samsul St,5,2021-02-03 12:16:19,Good,positive
Endang Priyatin,1,2021-02-02 08:57:21,aplikasi nya kurang bagus karena tidak bisa pakai wifi,negative
Arif Nur,3,2021-01-27 16:57:53,"3 dulu y, soalnya pengen cari WiFi yg terhubung selalu miss atau di Maps ad, di tempatnya g ada",neutral
muthmainnah BM,5,2021-01-27 10:26:25,Keren...,positive
Mai Suyetno,5,2021-01-24 22:45:47,Telah memperlancar komunikasi,positive
Wisang Wiyoso,5,2021-01-21 07:41:51,Mantul alias mantap betul,positive
Untung Soetrisno,5,2021-01-20 00:34:59,Top bgt,positive
Wong Jogja Project,5,2021-01-18 15:49:45,Mantapp,positive
aprimiswan sangaji biromo,5,2021-01-15 17:27:31,"Keren, ringan di HP lawas juga fungsinya yg luar biasa. Bbrp kali mau daftar RS Pratama error pdhl nunggu lewat jam 00 agar kebagian, tapi setelah dicoba secara berkala lalu bisa. Goodluck untuk depelopnya, sehat terus untuk kita semua. Semoga ga error2 lagi. Trims",positive
Dwi Rumiyati,5,2021-01-14 04:18:12,Ok,neutral
Yesica Tyas,5,2021-01-14 02:39:26,keren dan sangat membantu,positive
Oki Anggoro,5,2021-01-13 09:30:59,sangat membantu. usefulllll,positive
Mujiyanti Gedongkiwo,5,2021-01-12 00:10:41,Api tenan,positive
Agung Bintoro,5,2021-01-08 10:56:10,Bagus,positive
Jaswadi Pak,2,2021-01-05 08:33:53,Sering error untk absen pegawai,negative
Wiwin murniyatun,5,2021-01-04 23:57:57,Kenapa eror ya,neutral
Seno Narimo,5,2021-01-03 12:29:30,Sangat bagus,positive
